z_why,c_id,c_h,c_r_,c_r,lesson_topic,c_revision,z_what,e,_split
clarify_misunderstanding,2989421_38,"[{'id': 38, 'text': '?', 'time': '30:50', 'user': 'student'}
 {'id': 39, 'text': 'Next, show how it falls in the 5 or more; therefore, you round up.', 'time': '31:33', 'user': 'tutor'}
 {'id': 40, 'text': 'What hundreds values does 179 fall between?', 'time': '31:57', 'user': 'tutor'}
 {'id': 41, 'text': '5', 'time': '32:22', 'user': 'student'}]","[{'is_revised': True, 'text': 'Ah, I think you misunderstood. What I meant to say is, what two multiples of 100 is 179 between? For example, 479 is between 400 and 500', 'user': 'tutor'}]","[{'id': 42, 'text': 'That was a good try.', 'time': '32:47', 'user': 'tutor'}
 {'id': 43, 'text': 'You have earned a point for your effort!', 'time': '33:01', 'user': 'tutor'}]",3.4B.Rounding Whole Numbers (Review) - 1,"[{'is_revised': True, 'text': 'Ah, I think you misunderstood. What I meant to say is, what two multiples of 100 is 179 between? For example, 479 is between 400 and 500', 'user': 'tutor'}
 {'is_revised': True, 'text': 'ohhhh', 'user': 'student'}
 {'is_revised': True, 'text': '100 and 200', 'user': 'student'}
 {'is_revised': True, 'text': 'Yes, well done!', 'user': 'tutor'}]",provide_example,misinterpret,train
clarify_misunderstanding,2879185_27,"[{'id': 27, 'text': ""Let's get started."", 'time': '14:45', 'user': 'tutor'}
 {'id': 28, 'text': 'We have to round 2,458 to the nearest hundred.', 'time': '15:00', 'user': 'tutor'}
 {'id': 29, 'text': 'Is that your final answer?', 'time': '15:12', 'user': 'tutor'}
 {'id': 30, 'text': 'yes', 'time': '15:24', 'user': 'student'}]","[{'is_revised': True, 'text': 'Hm, not quite. Could you tell me how you got 2400?', 'user': 'tutor'}]","[{'id': 31, 'text': 'That was a good try.', 'time': '15:35', 'user': 'tutor'}
 {'id': 32, 'text': '1 point for that.', 'time': '15:41', 'user': 'tutor'}
 {'id': 33, 'text': 'Let me explain it to you.', 'time': '15:52', 'user': 'tutor'}]",3.4B.Rounding Whole Numbers,"[{'is_revised': True, 'text': 'Hm, not quite. Could you tell me how you got 2400?', 'user': 'tutor'}
 {'is_revised': True, 'text': ""We are rounding to the nearest hundred and the hundreds place is 4, which is less than 5. Because it's less than 5, we round down to 2400"", 'user': 'student'}
 {'is_revised': True, 'text': ""Oh I see! You're right that the 4 is in the hundreds place, but when we round to the nearest hundreds place, we actually look at the number directly to the right of the hundreds place when determining whether to round up or down. "", 'user': 'tutor'}
 {'is_revised': True, 'text': 'In this case, because the 5 is directly to the right of the 4, we would round up.', 'user': 'tutor'}]",explain_concept,right-idea,train
signal_goal,2898683_32,"[{'id': 32, 'text': 'ok', 'time': '17:55', 'user': 'student'}
 {'id': 33, 'text': 'Okay.', 'time': '18:51', 'user': 'tutor'}
 {'id': 34, 'text': 'What is your final answer?', 'time': '20:14', 'user': 'tutor'}
 {'id': 35, 'text': '900', 'time': '21:27', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great try. The 9 in 3921 represents 900, but what is its place value?', 'user': 'tutor'}]","[{'id': 36, 'text': 'That was a good try.', 'time': '21:49', 'user': 'tutor'}
 {'id': 37, 'text': 'Does that step make sense?', 'time': '22:29', 'user': 'tutor'}]",4.2A.Place Value,"[{'is_revised': True, 'text': 'Great try. The 9 in 3921 represents 900, but what is its place value?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'oh hundreds', 'user': 'student'}
 {'is_revised': True, 'text': 'Great job!', 'user': 'tutor'}]",ask_question,misinterpret,train
understand_topic,4140692_15,"[{'id': 15, 'text': 'yes', 'time': '18:54', 'user': 'student'}
 {'id': 16, 'text': 'Okay.', 'time': '19:14', 'user': 'tutor'}
 {'id': 17, 'text': 'How many points are on the graph?', 'time': '19:19', 'user': 'tutor'}
 {'id': 18, 'text': '9', 'time': '20:05', 'user': 'student'}]","[{'is_revised': True, 'text': ""Hmm, no that's not it. Each coordinate pair represents one point, not two. For example, (7, -6) represents one point"", 'user': 'tutor'}
 {'is_revised': True, 'text': 'How many coordinate pairs do you see?', 'user': 'tutor'}]","[{'id': 19, 'text': ""That's the good try."", 'time': '20:30', 'user': 'tutor'}
 {'id': 20, 'text': 'Here, 4 points are on the given graph.', 'time': '20:48', 'user': 'tutor'}
 {'id': 21, 'text': 'Now, we need to identify the x-coordinate for point D.', 'time': '21:53', 'user': 'tutor'}
 {'id': 22, 'text': 'Start at the origin (0,0).', 'time': '22:14', 'user': 'tutor'}
 {'id': 23, 'text': 'Next, count the number of spaces along the x-axis it takes to get to point D.', 'time': '23:07', 'user': 'tutor'}
 {'id': 24, 'text': 'Here, x coordinate is 7.', 'time': '24:57', 'user': 'tutor'}]",5.5A.Graphing on a Coordinate Grid (Review) - 1,"[{'is_revised': True, 'text': ""Hmm, no that's not it. Each coordinate pair represents one point, not two. For example, (7, -6) represents one point"", 'user': 'tutor'}
 {'is_revised': True, 'text': 'How many coordinate pairs do you see?', 'user': 'tutor'}
 {'is_revised': True, 'text': '4', 'user': 'student'}
 {'is_revised': True, 'text': 'Yes, well done!', 'user': 'tutor'}]",explain_concept,guess,train
clarify_misunderstanding,2982313_60,"[{'id': 60, 'text': 'its in the middle of it', 'time': '29:30', 'user': 'student'}
 {'id': 61, 'text': 'Okay.', 'time': '29:58', 'user': 'tutor'}
 {'id': 62, 'text': 'How many lines of symmetry does it have?', 'time': '30:22', 'user': 'tutor'}
 {'id': 63, 'text': '3', 'time': '31:28', 'user': 'student'}]","[{'is_revised': True, 'text': 'Hmm, not quite. Could you let me know where the 3 lines of symmetry are?', 'user': 'tutor'}]","[{'id': 64, 'text': 'That was a very good try!', 'time': '31:56', 'user': 'tutor'}
 {'id': 65, 'text': 'Plus 1 point for your good try!', 'time': '32:06', 'user': 'tutor'}
 {'id': 66, 'text': 'The drawing 2 has one line of symmetry.', 'time': '32:23', 'user': 'tutor'}
 {'id': 67, 'text': 'Because if we were to fold it along the line the shapes would match along with the designs on the inside.', 'time': '32:52', 'user': 'tutor'}
 {'id': 68, 'text': 'Does that explanation make sense?', 'time': '34:01', 'user': 'tutor'}]",4.6B.Symmetry,"[{'is_revised': True, 'text': 'Hmm, not quite. Could you let me know where the 3 lines of symmetry are?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'One down them middle from the top, one across the middle from the side, and another diagonally', 'user': 'student'}
 {'is_revised': True, 'text': 'Oh ok. It only counts as a line of symmetry if you can reflect on the line and the left side perfectly mirrors the right side', 'user': 'tutor'}
 {'is_revised': True, 'text': ""For example, if we have the capital letter A and we draw a line down them middle from the top, it would be a line of symmetry because what's on the left of the line is mirrored perfectly by what's on the right of the line"", 'user': 'tutor'}
 {'is_revised': True, 'text': ""However, if we draw a line through the middle of A from the side, the top half would not be the exact same as the bottom half, so it wouldn't be a line of symmetry"", 'user': 'tutor'}]",explain_concept,right-idea,train
hint_mistake,6128722_62,"[{'id': 62, 'text': 'no', 'time': '24:26', 'user': 'student'}
 {'id': 63, 'text': 'Please go ahead and try to solve this question.', 'time': '24:55', 'user': 'tutor'}
 {'id': 64, 'text': 'Are you facing any difficulty with this question?', 'time': '27:04', 'user': 'tutor'}
 {'id': 65, 'text': '970', 'time': '27:15', 'user': 'student'}]","[{'is_revised': True, 'text': ""Hm, no that's not it"", 'user': 'tutor'}
 {'is_revised': True, 'text': 'Please double check the multiplication table I posted in the chat earlier', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Some of your numbers are off', 'user': 'tutor'}]","[{'id': 66, 'text': 'That was a good try. Plus 2 points.', 'time': '27:41', 'user': 'tutor'}
 {'id': 67, 'text': 'The correct answer is 520.', 'time': '27:53', 'user': 'tutor'}
 {'id': 68, 'text': 'Does that step make sense?', 'time': '29:02', 'user': 'tutor'}]",4.4D.Multiplying Multi-Digit by One-Digit Numbers,"[{'is_revised': True, 'text': ""Hm, no that's not it"", 'user': 'tutor'}
 {'is_revised': True, 'text': 'Please double check the multiplication table I posted in the chat earlier', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Some of your numbers are off', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Which ones?', 'user': 'student'}
 {'is_revised': True, 'text': 'Check the 6 x 7', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Make sure we remember to carry', 'user': 'tutor'}]",provide_hint,right-idea,train
motivate_student,2963643_58,"[{'id': 58, 'text': 'Amazing work, plus 2 points.', 'time': '33:32', 'user': 'tutor'}
 {'id': 59, 'text': ""Let's head to the next question."", 'time': '33:58', 'user': 'tutor'}
 {'id': 60, 'text': 'What is the given information?', 'time': '34:16', 'user': 'tutor'}
 {'id': 61, 'text': 'it giving us that we have 2 fences and 5 sections', 'time': '34:54', 'user': 'student'}]","[{'is_revised': True, 'text': ""Great job! You are correct! Now let's try to solve the problem."", 'user': 'tutor'}]","[{'id': 62, 'text': 'Great effort so far.', 'time': '35:20', 'user': 'tutor'}]",2.6A.Foundations of Multiplication,"[{'is_revised': True, 'text': ""Great job! You are correct! Now let's try to solve the problem."", 'user': 'tutor'}
 {'is_revised': True, 'text': 'ok. multiply the numbers?', 'user': 'student'}
 {'is_revised': True, 'text': 'Exactly', 'user': 'tutor'}]",affirm_correct_answer,"Student is correct
",train
understand_topic,2980322_125,"[{'id': 125, 'text': 'Here we need to find the volume of each cube.', 'time': '43:43', 'user': 'tutor'}
 {'id': 126, 'text': 'ok', 'time': '43:53', 'user': 'student'}
 {'id': 127, 'text': 'What is the unit for the volume?', 'time': '43:55', 'user': 'tutor'}
 {'id': 128, 'text': 'i did it', 'time': '44:34', 'user': 'student'}]","[{'is_revised': True, 'text': 'I think you have the right idea. However, notice that the side of each cube has a length of 1 foot, but the big box that Gregg is putting the cube into has a side length of 3 yards', 'user': 'tutor'}
 {'is_revised': True, 'text': 'The units are different: feet and yards', 'user': 'tutor'}]","[{'id': 129, 'text': 'Plus 1 point for your good try.', 'time': '44:37', 'user': 'tutor'}
 {'id': 130, 'text': 'Let me review the answer for you.', 'time': '44:47', 'user': 'tutor'}
 {'id': 131, 'text': 'In the given question, Gregg filled a box with 6 cubes that each had a side length of 1 foot.', 'time': '46:09', 'user': 'tutor'}]",5.4G.Understanding Volume,"[{'is_revised': True, 'text': 'I think you have the right idea. However, notice that the side of each cube has a length of 1 foot, but the big box that Gregg is putting the cube into has a side length of 3 yards', 'user': 'tutor'}
 {'is_revised': True, 'text': 'The units are different: feet and yards', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Oh, so what do we do?', 'user': 'student'}
 {'is_revised': True, 'text': 'One way is to convert everything into the same units. For example, we could convert yards into feet. Do you know how many feet are in a yard?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'No', 'user': 'student'}
 {'is_revised': True, 'text': 'There are 3 feet in a yard. So in other words, each yard is 3 feet. Now that you know this, could you let me know how long the side of the big box is in feet?', 'user': 'tutor'}
 {'is_revised': True, 'text': '9', 'user': 'student'}
 {'is_revised': True, 'text': 'Well done!', 'user': 'tutor'}]",explain_concept,misinterpret,train
understand_topic,6165898_51,"[{'id': 51, 'text': 'FYI', 'time': '34:16', 'user': 'student'}
 {'id': 52, 'text': 'Okay, Thank you for letting me know.', 'time': '34:53', 'user': 'tutor'}
 {'id': 53, 'text': 'Have you completed working on this question?', 'time': '35:36', 'user': 'tutor'}
 {'id': 54, 'text': 'yezir', 'time': '35:55', 'user': 'student'}]","[{'is_revised': True, 'text': ""Great try! Let's talk about some definitions. A ray has one endpoint and then extends forever in one direction. How is a ray different than a segment?"", 'user': 'tutor'}]","[{'id': 55, 'text': 'Great effort! Plus one point for your effort.', 'time': '36:26', 'user': 'tutor'}
 {'id': 56, 'text': ""This is described as Marqui's Ray."", 'time': '38:48', 'user': 'tutor'}
 {'id': 57, 'text': 'Do you understand this problem?', 'time': '39:33', 'user': 'tutor'}
 {'id': 58, 'text': 'Are you connected with me in the session?', 'time': '41:35', 'user': 'tutor'}]",4.6A.Geometric Lines (Review) - 1,"[{'is_revised': True, 'text': ""Great try! Let's talk about some definitions. A ray has one endpoint and then extends forever in one direction. How is a ray different than a segment?"", 'user': 'tutor'}
 {'is_revised': True, 'text': '2 endpoints', 'user': 'student'}
 {'is_revised': True, 'text': 'Yes! A segment has 2 endpoints.', 'user': 'tutor'}]",ask_question,guess,train
support_thinking,2989508_39,"[{'id': 39, 'text': 'We break them into 50+4+10+1.', 'time': '20:20', 'user': 'tutor'}
 {'id': 40, 'text': 'The numbers can be added in any order.', 'time': '20:51', 'user': 'tutor'}
 {'id': 41, 'text': 'What is 50+4+10+1?', 'time': '21:02', 'user': 'tutor'}
 {'id': 42, 'text': '63', 'time': '21:56', 'user': 'student'}]","[{'is_revised': True, 'text': ""Close! Let's separate it into 50 + 10 and 4 + 1. Could you tell me what 50 + 10 is?"", 'user': 'tutor'}]","[{'id': 43, 'text': 'Good effort!', 'time': '22:17', 'user': 'tutor'}
 {'id': 44, 'text': 'When we add 4+1 = 5.', 'time': '22:49', 'user': 'tutor'}
 {'id': 45, 'text': 'Then we add 5+1 = 6.', 'time': '22:57', 'user': 'tutor'}
 {'id': 46, 'text': 'Therefore, the sum is 65.', 'time': '23:05', 'user': 'tutor'}
 {'id': 47, 'text': 'Plus 1 point for your try.', 'time': '23:13', 'user': 'tutor'}
 {'id': 48, 'text': 'Good going!', 'time': '23:39', 'user': 'tutor'}]",1.3B.Addition & Subtraction Properties (Review) - 1,"[{'is_revised': True, 'text': ""Close! Let's separate it into 50 + 10 and 4 + 1. Could you tell me what 50 + 10 is?"", 'user': 'tutor'}
 {'is_revised': True, 'text': '60', 'user': 'student'}
 {'is_revised': True, 'text': 'Great! What about 4 + 1?', 'user': 'tutor'}
 {'is_revised': True, 'text': '5', 'user': 'student'}
 {'is_revised': True, 'text': 'So 50 + 10 + 4 + 1 is the same as 60 + 5. What is 60 + 5?', 'user': 'tutor'}
 {'is_revised': True, 'text': '65', 'user': 'student'}
 {'is_revised': True, 'text': 'Well done!', 'user': 'tutor'}]",simplify_question,careless,train
understand_topic,4104715_77,"[{'id': 77, 'text': 'The next question has been uploaded on the board.', 'time': '43:37', 'user': 'tutor'}
 {'id': 78, 'text': 'it is b', 'time': '44:06', 'user': 'student'}
 {'id': 79, 'text': 'Can you use the whiteboard to justify your answer?', 'time': '44:33', 'user': 'tutor'}
 {'id': 80, 'text': 'i em done', 'time': '45:25', 'user': 'student'}]","[{'is_revised': True, 'text': 'What value is the 3 in the number 4362?', 'user': 'tutor'}]","[{'id': 81, 'text': 'Okay, Your answer is incorrect.', 'time': '46:33', 'user': 'tutor'}]",2.2A.Place Value,"[{'is_revised': True, 'text': 'What value is the 3 in the number 4362?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Hundreds?', 'user': 'student'}
 {'is_revised': True, 'text': 'Very good! The third place from the right is the hundreds place.', 'user': 'tutor'}]",ask_question,diagnose,train
hint_mistake,4055224_113,"[{'id': 113, 'text': 'Here is your first Exit ticket.', 'time': '51:00', 'user': 'tutor'}
 {'id': 114, 'text': 'done', 'time': '51:33', 'user': 'student'}
 {'id': 115, 'text': 'Is that your final answer?', 'time': '51:45', 'user': 'tutor'}
 {'id': 116, 'text': 'yesssssssssssssssssssssssssssssss', 'time': '51:53', 'user': 'student'}]","[{'is_revised': True, 'text': 'Ah, not quite. Looking at your work, it looks like we forgot to carry the 3 when we multiplied the 4 and 8', 'user': 'tutor'}]","[{'id': 117, 'text': 'Nice effort!', 'time': '52:03', 'user': 'tutor'}
 {'id': 118, 'text': 'Plus 1 point.', 'time': '52:08', 'user': 'tutor'}]",3.4G.Properties of Multiplication,"[{'is_revised': True, 'text': 'Ah, not quite. Looking at your work, it looks like we forgot to carry the 3 when we multiplied the 4 and 8', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Is it 252?', 'user': 'student'}
 {'is_revised': True, 'text': 'Yes, well done!', 'user': 'tutor'}]",provide_hint,right-idea,train
hint_mistake,2916282_36,"[{'id': 36, 'text': 'yes', 'time': '15:09', 'user': 'student'}
 {'id': 37, 'text': 'So, we wan to start with the first 2 digits.', 'time': '15:24', 'user': 'tutor'}
 {'id': 38, 'text': 'What is the value of 5 * 14?', 'time': '15:38', 'user': 'tutor'}
 {'id': 39, 'text': '75', 'time': '15:58', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great try! When you multiply make sure you multiply the ones and then carry the tens!', 'user': 'tutor'}]","[{'id': 40, 'text': 'Well try!+1 point for your effort.', 'time': '16:21', 'user': 'tutor'}
 {'id': 41, 'text': 'Please, have a look at the board.', 'time': '16:40', 'user': 'tutor'}]",5.3C.Multi-Digit Division with Two-Digit Divisors (Review) - 2,"[{'is_revised': True, 'text': 'Great try! When you multiply make sure you multiply the ones and then carry the tens!', 'user': 'tutor'}
 {'is_revised': True, 'text': 'is it 70?', 'user': 'student'}
 {'is_revised': True, 'text': 'Yes!', 'user': 'tutor'}]",explain_concept,guess,train
